id,meetings,crosslists,max_capacity,longname,identifier,instructor,weight,external_url,slug,assigned_students,waitlisted_students,is_locked,is_required,target_capacity,description,allow_pass_fail,allow_student_add_drop
30772,"[{'id': 38094, 'location': '', 'day': 1, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-14', 'enddate': '2022-03-14'}, {'id': 38095, 'location': '', 'day': 2, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-15', 'enddate': '2022-03-15'}, {'id': 38096, 'location': '', 'day': 3, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-16', 'enddate': '2022-03-16'}, {'id': 38097, 'location': '', 'day': 4, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-17', 'enddate': '2022-03-17'}, {'id': 38098, 'location': '', 'day': 5, 'starttime': '09:00:00', 'endtime': '17:00:00', 'startdate': '2022-03-18', 'enddate': '2022-03-18'}]",[],13.0,(EMBA - Global Block Week) Catching Growth Waves: To 2050 and Beyond,MRKTB7658-100-20221-MBA,"Rajeev Kohli,Alonso Martinez",3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7658-100,MRKTB7658-100-20221-MBA,9,0,False,False,13,In-person,False,True
30773,"[{'id': 37639, 'location': 'Geffen 620', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],5.0,(MBA - Full Term) Climate Finance,FINCB8363-001-20221-EMBA,Bruce Usher,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8363-001,FINCB8363-001-20221-EMBA,5,0,True,False,5,In-person,False,True
30774,"[{'id': 37640, 'location': 'Kravis 410', 'day': 3, 'starttime': '15:50:00', 'endtime': '19:05:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],4.0,(MBA - Full Term) Real Estate Private Equity,FINCB8334-001-20221-EMBA,Andrew Jacobs,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8334-001,FINCB8334-001-20221-EMBA,3,0,True,False,4,In-person,False,True
30775,"[{'id': 37641, 'location': 'Kravis 440', 'day': 3, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Operations Strategy (Full Term),DROMB8106-001-20221-EMBA,Medini Singh,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8106-001,DROMB8106-001-20221-EMBA,0,0,True,False,1,In-person,False,True
30776,"[{'id': 37642, 'location': 'Geffen 390', 'day': 4, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],1.0,(MBA - Full Term) Operations Strategy (Full Term),DROMB8106-003-20221-EMBA,Medini Singh,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8106-003,DROMB8106-003-20221-EMBA,0,0,True,False,1,In-person,False,True
30777,"[{'id': 37643, 'location': 'Kravis 440', 'day': 3, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Operations Strategy (Full Term),DROMB8106-002-20221-EMBA,Medini Singh,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8106-002,DROMB8106-002-20221-EMBA,0,0,True,False,2,In-person,False,True
30778,"[{'id': 38131, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38132, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-12', 'enddate': '2022-02-12'}, {'id': 38133, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38134, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-26', 'enddate': '2022-02-26'}, {'id': 38135, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38136, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38137, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38138, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-02', 'enddate': '2022-04-02'}, {'id': 38139, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39248, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 39249, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 39250, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-29', 'enddate': '2022-01-29'}]",[],5.0,(EMBA-NY Saturday Electives) Advanced Corporate Finance,FINCB7307-001-20221-MBA,Neng Wang,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7307-001,FINCB7307-001-20221-MBA,0,0,False,False,5,Online,False,True
30779,"[{'id': 38155, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38156, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-12', 'enddate': '2022-02-12'}, {'id': 38157, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38158, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-26', 'enddate': '2022-02-26'}, {'id': 38159, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38160, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38161, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38162, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-02', 'enddate': '2022-04-02'}, {'id': 38163, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39254, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 39255, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 39256, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-29', 'enddate': '2022-01-29'}]",[],5.0,(EMBA-NY Saturday Electives) Advanced Corporate Finance,FINCB7307-001-20221-MSPHD,Neng Wang,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7307-001,FINCB7307-001-20221-MSPHD,3,0,True,False,5,Online,False,True
30780,"[{'id': 38034, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38035, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-29', 'enddate': '2022-01-29'}, {'id': 38036, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38037, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-12', 'enddate': '2022-02-12'}, {'id': 38038, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38039, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-26', 'enddate': '2022-02-26'}, {'id': 38040, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38041, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38042, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38043, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-02', 'enddate': '2022-04-02'}, {'id': 38044, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39220, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}]",[],7.0,(EMBA-NY Saturday Electives) Managerial Decision Making,MGMTB7553-001-20221-MBA,Joel Brockner,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7553-001,MGMTB7553-001-20221-MBA,6,0,False,False,7,In-person,False,True
30781,"[{'id': 38058, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38059, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-29', 'enddate': '2022-01-29'}, {'id': 38060, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38061, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-12', 'enddate': '2022-02-12'}, {'id': 38062, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38063, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-26', 'enddate': '2022-02-26'}, {'id': 38064, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38065, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38066, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38067, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-02', 'enddate': '2022-04-02'}, {'id': 38068, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39222, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}]",[],5.0,(EMBA-NY Saturday Electives) Managerial Decision Making,MGMTB7553-001-20221-MSPHD,Joel Brockner,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7553-001,MGMTB7553-001-20221-MSPHD,1,0,True,False,5,In-person,False,True
30782,"[{'id': 38104, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 38105, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-04', 'enddate': '2022-02-04'}, {'id': 38106, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38107, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-18', 'enddate': '2022-02-18'}, {'id': 38108, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38109, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-04', 'enddate': '2022-03-04'}, {'id': 38110, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38111, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-11', 'enddate': '2022-03-11'}, {'id': 38112, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38113, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-25', 'enddate': '2022-03-25'}, {'id': 38114, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 38115, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-04-22', 'enddate': '2022-04-22'}]",[],10.0,(EMBA-NY Friday/Saturday Electives) FinTech: Consumer Financial Services,BUECB7255-001-20221-MBA,Stephen Zeldes,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7255-001,BUECB7255-001-20221-MBA,6,0,False,False,10,In-person,False,True
30783,"[{'id': 38193, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}, {'id': 38194, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38195, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-04', 'enddate': '2022-02-04'}, {'id': 38196, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38197, 'location': '', 'day': 5, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-18', 'enddate': '2022-02-18'}, {'id': 38198, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38199, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-04', 'enddate': '2022-03-04'}, {'id': 38200, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38201, 'location': '', 'day': 5, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-11', 'enddate': '2022-03-11'}, {'id': 38202, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38203, 'location': '', 'day': 5, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-25', 'enddate': '2022-03-25'}, {'id': 38204, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}]",[],5.0,(EMBA-NY Friday/Saturday Electives) Entrepreneurial Finance,FINCB7345-001-20221-MBA,Tania Babina,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7345-001,FINCB7345-001-20221-MBA,0,0,False,False,5,In-person,False,True
30784,"[{'id': 38170, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-01-22', 'enddate': '2022-01-22'}, {'id': 38171, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-29', 'enddate': '2022-01-29'}, {'id': 38172, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-02-05', 'enddate': '2022-02-05'}, {'id': 38173, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-12', 'enddate': '2022-02-12'}, {'id': 38174, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-02-19', 'enddate': '2022-02-19'}, {'id': 38175, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-02-26', 'enddate': '2022-02-26'}, {'id': 38176, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-03-05', 'enddate': '2022-03-05'}, {'id': 38177, 'location': '', 'day': 6, 'starttime': '08:30:00', 'endtime': '11:30:00', 'startdate': '2022-03-12', 'enddate': '2022-03-12'}, {'id': 38178, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-03-26', 'enddate': '2022-03-26'}, {'id': 38179, 'location': '', 'day': 6, 'starttime': '12:30:00', 'endtime': '15:30:00', 'startdate': '2022-04-02', 'enddate': '2022-04-02'}, {'id': 38180, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-04-09', 'enddate': '2022-04-09'}, {'id': 39245, 'location': '', 'day': 6, 'starttime': '15:45:00', 'endtime': '18:45:00', 'startdate': '2022-01-08', 'enddate': '2022-01-08'}]",[],5.0,(EMBA-NY Saturday Electives) Entrepreneurial Finance,FINCB7345-002-20221-MBA,Tania Babina,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7345-002,FINCB7345-002-20221-MBA,0,0,False,False,5,In-person,False,True
30785,"[{'id': 38222, 'location': '', 'day': 2, 'starttime': '18:00:00', 'endtime': '21:00:00', 'startdate': '2022-01-04', 'enddate': '2022-04-22'}]",[],5.0,(EMBA - Weeknight Electives) Behavioral Economics & Decision Making,MRKTB7619-001-20221-MBA,Eric Johnson,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7619-001,MRKTB7619-001-20221-MBA,5,0,False,False,5,In-person,False,True
30786,"[{'id': 38224, 'location': '', 'day': 2, 'starttime': '18:00:00', 'endtime': '21:00:00', 'startdate': '2022-01-04', 'enddate': '2022-04-22'}]",[],23.0,(EMBA - Weeknight Electives) Behavioral Economics & Decision Making,MRKTB7619-001-20221-MSPHD,Eric Johnson,3.0,https://www8.gsb.columbia.edu/courses/EMBA/2022/Spring/B7619-001,MRKTB7619-001-20221-MSPHD,4,0,True,False,23,In-person,False,True
30787,"[{'id': 37644, 'location': 'Kravis 670', 'day': 2, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Launch Your Startup,MGMTB8519-001-20221-EMBA,"Jack Mcgourty,William O'Farrell",3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8519-001,MGMTB8519-001-20221-EMBA,2,0,True,False,2,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30788,"[{'id': 37645, 'location': 'Geffen 640', 'day': 2, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],8.0,(MBA - B Term) Omni-Channel Retailing,MRKTB8645-001-20221-EMBA,Manini Madia,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8645-001,MRKTB8645-001-20221-EMBA,5,0,True,False,8,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30789,"[{'id': 37646, 'location': 'Geffen 640', 'day': 2, 'starttime': '17:40:00', 'endtime': '20:55:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],10.0,(MBA - B Term) Omni-Channel Retailing,MRKTB8645-001-20221-MSPHD,Manini Madia,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8645-001,MRKTB8645-001-20221-MSPHD,10,0,True,False,10,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30790,"[{'id': 37647, 'location': 'Geffen 390', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],2.0,(MBA - Full Term) Fundamentals of Governance,MGMTB8575-001-20221-EMBA,Bruce Kogut,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8575-001,MGMTB8575-001-20221-EMBA,1,0,True,False,2,In-person,False,True
30791,"[{'id': 37648, 'location': 'Geffen 390', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],7.0,(MBA - Full Term) Fundamentals of Governance,MGMTB8575-001-20221-MSBA,Bruce Kogut,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8575-001,MGMTB8575-001-20221-MSBA,6,0,True,False,7,In-person,False,True
30792,"[{'id': 37649, 'location': 'Geffen 390', 'day': 4, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],22.0,(MBA - Full Term) Fundamentals of Governance,MGMTB8575-001-20221-MSNE,Bruce Kogut,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8575-001,MGMTB8575-001-20221-MSNE,14,0,True,False,22,In-person,False,True
30793,"[{'id': 37650, 'location': 'Geffen 590', 'day': 2, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],5.0,(MBA - Full Term) Think Bigger,MGMTB8577-002-20221-MSPHD,Sheena Iyengar,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8577-002,MGMTB8577-002-20221-MSPHD,5,0,True,False,5,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30794,"[{'id': 37651, 'location': 'Geffen 590', 'day': 2, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],18.0,(MBA - Full Term) Think Bigger,MGMTB8577-002-20221-MSBA,Sheena Iyengar,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8577-002,MGMTB8577-002-20221-MSBA,13,0,True,False,18,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30795,"[{'id': 37652, 'location': 'Geffen 590', 'day': 2, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],18.0,(MBA - Full Term) Think Bigger,MGMTB8577-002-20221-MSNE,Sheena Iyengar,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8577-002,MGMTB8577-002-20221-MSNE,12,0,True,False,18,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30796,"[{'id': 37653, 'location': 'Geffen 590', 'day': 2, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],5.0,(MBA - Full Term) Think Bigger,MGMTB8577-001-20221-MSPHD,Sheena Iyengar,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8577-001,MGMTB8577-001-20221-MSPHD,5,0,True,False,5,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30797,"[{'id': 37654, 'location': 'Geffen 590', 'day': 2, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],26.0,(MBA - Full Term) Think Bigger,MGMTB8577-001-20221-MSBA,Sheena Iyengar,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8577-001,MGMTB8577-001-20221-MSBA,11,0,True,False,26,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30798,"[{'id': 37655, 'location': 'Geffen 590', 'day': 2, 'starttime': '08:30:00', 'endtime': '11:45:00', 'startdate': '2022-01-24', 'enddate': '2022-04-29'}]",[],46.0,(MBA - Full Term) Think Bigger,MGMTB8577-001-20221-MSNE,Sheena Iyengar,3.0,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8577-001,MGMTB8577-001-20221-MSNE,25,0,True,False,46,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30799,"[{'id': 37656, 'location': 'Kravis 690', 'day': 2, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37657, 'location': 'Kravis 690', 'day': 4, 'starttime': '08:30:00', 'endtime': '10:00:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],2.0,(MBA - B Term) Entrepreneurial Strategy,MGMTB8586-001-20221-EMBA,Jorge Guzman,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8586-001,MGMTB8586-001-20221-EMBA,2,0,True,False,2,In-person,False,True
30800,"[{'id': 37658, 'location': 'Kravis 690', 'day': 2, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}, {'id': 37659, 'location': 'Kravis 690', 'day': 4, 'starttime': '10:20:00', 'endtime': '11:50:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],0.0,(MBA - B Term) Entrepreneurial Strategy,MGMTB8586-002-20221-EMBA,Jorge Guzman,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8586-002,MGMTB8586-002-20221-EMBA,0,0,True,False,0,In-person,False,True
30801,"[{'id': 37660, 'location': 'Kravis 440', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],5.0,(MBA - B Term) Entrepreneurial Selling,MRKTB8613-001-20221-EMBA,Eric Baron,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8613-001,MRKTB8613-001-20221-EMBA,4,0,True,False,5,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
30802,"[{'id': 37661, 'location': 'Kravis 440', 'day': 1, 'starttime': '14:00:00', 'endtime': '17:15:00', 'startdate': '2022-03-21', 'enddate': '2022-04-29'}]",[],2.0,(MBA - B Term) Entrepreneurial Selling,MRKTB8613-001-20221-MSPHD,Eric Baron,1.5,https://www8.gsb.columbia.edu/courses/MBA/2022/Spring/B8613-001,MRKTB8613-001-20221-MSPHD,2,0,True,False,2,In-person. Attendance at first class is mandatory for all enrolled students as well as those on a waitlist or who hope to add the class during Add/Drop.,False,True
